Day,Month,date,Year, Temperature (øF) Max,Temperature (øF) Min,Dew Point (øF) Max,Dew Point (øF) Min,Humidity Max,Humidity Min,Wind Speed Max, Wind Speed Min,Pressure Max,Pressure Min
31,5,31.05.2013,2013,95,84,75,72,74,49,25,0,30,29
1,6,01.06.2013,2013,95,82,75,70,79,44,18,8,30,30
2,6,02.06.2013,2013,95,82,75,64,79,36,21,0,30,0
3,6,03.06.2013,2013,100,82,73,59,74,30,17,0,30,30
4,6,04.06.2013,2013,102,84,77,46,74,19,23,0,30,0
5,6,05.06.2013,2013,95,84,77,70,74,44,24,0,30,29
6,6,06.06.2013,2013,97,84,77,73,79,49,205,7,30,0
7,6,07.06.2013,2013,93,84,79,73,79,55,23,12,30,0
8,6,08.06.2013,2013,97,84,77,70,79,44,23,0,30,0
9,6,09.06.2013,2013,99,84,77,68,79,37,15,6,29,0
10,6,10.06.2013,2013,99,86,77,70,74,41,15,0,59,29
11,6,11.06.2013,2013,97,86,77,72,74,47,20,3,29,0
12,6,12.06.2013,2013,104,0,91,0,70,0,40,6,29,29
13,6,13.06.2013,2013,99,86,75,70,70,41,23,0,29,29
14,6,14.06.2013,2013,102,84,79,68,74,33,18,3,29,0
15,6,15.06.2013,2013,99,0,79,0,75,0,20,0,29,0
16,6,16.06.2013,2013,102,0,79,0,75,0,17,0,29,29
17,6,17.06.2013,2013,93,88,77,73,70,52,17,6,29,29
18,6,18.06.2013,2013,95,86,77,73,74,49,26,7,29,29
19,6,19.06.2013,2013,95,86,75,72,70,47,16,0,30,30
20,6,20.06.2013,2013,95,84,75,70,70,44,16,0,30,29
21,6,21.06.2013,2013,93,84,73,70,70,46,21,0,30,29
22,6,22.06.2013,2013,93,84,73,68,70,44,22,12,30,29
23,6,23.06.2013,2013,97,84,77,64,74,36,28,0,30,29
24,6,24.06.2013,2013,95,84,75,70,70,44,21,7,29,29
25,6,25.06.2013,2013,93,84,75,70,74,46,21,0,30,0
26,6,26.06.2013,2013,97,86,75,68,70,41,17,0,30,29
27,6,27.06.2013,2013,95,84,75,72,70,47,29,0,30,29
28,6,28.06.2013,2013,95,0,75,0,70,0,29,8,29,29
29,6,29.06.2013,2013,95,86,77,54,70,25,25,0,30,0
30,6,30.06.2013,2013,91,84,79,75,84,59,20,0,30,29
1,7,01.07.2013,2013,93,84,77,73,79,52,21,8,30,29
2,7,02.07.2013,2013,93,0,75,0,74,0,28,9,29,29
3,7,03.07.2013,2013,95,86,75,73,70,49,28,0,29,29
4,7,04.07.2013,2013,93,84,75,73,74,56,18,9,29,29
5,7,05.07.2013,2013,90,86,77,73,74,59,18,0,29,29
6,7,06.07.2013,2013,91,84,77,75,79,59,15,8,30,29
7,7,07.07.2013,2013,88,0,77,0,79,0,17,0,30,29
8,7,08.07.2013,2013,93,82,77,73,84,55,16,0,30,29
9,7,09.07.2013,2013,91,84,77,73,79,55,28,7,29,0
10,7,10.07.2013,2013,91,82,77,73,79,55,31,0,29,29
11,7,11.07.2013,2013,91,84,75,72,74,52,18,9,30,29
12,7,12.07.2013,2013,95,75,75,72,89,47,20,8,30,0
13,7,13.07.2013,2013,93,84,77,73,74,52,21,0,30,29
14,7,14.07.2013,2013,93,84,75,73,74,52,21,8,30,0
15,7,15.07.2013,2013,90,0,79,0,89,0,25,8,30,29
16,7,16.07.2013,2013,88,82,75,73,79,62,18,9,30,0
17,7,17.07.2013,2013,90,81,81,72,84,55,17,0,30,0
18,7,18.07.2013,2013,91,82,77,73,84,55,23,0,30,29
19,7,19.07.2013,2013,91,77,77,57,94,37,22,6,29,0
20,7,20.07.2013,2013,93,82,75,72,79,49,46,5,29,29
21,7,21.07.2013,2013,93,82,75,70,79,46,17,3,29,29
22,7,22.07.2013,2013,90,84,75,72,74,55,18,5,29,29
23,7,23.07.2013,2013,91,82,75,68,79,52,69,0,29,0
24,7,24.07.2013,2013,95,82,75,73,79,49,122,5,29,0
25,7,25.07.2013,2013,93,84,77,72,74,49,16,7,29,29
26,7,26.07.2013,2013,91,84,75,72,74,52,15,6,29,29
27,7,27.07.2013,2013,95,84,75,70,74,46,17,6,29,0
28,7,28.07.2013,2013,90,81,75,72,84,55,18,6,30,0
29,7,29.07.2013,2013,86,81,77,75,89,70,23,6,30,0
30,7,30.07.2013,2013,88,82,77,73,84,62,18,7,29,29
31,7,31.07.2013,2013,90,82,75,72,79,55,15,7,29,29
1,8,01.08.2013,2013,88,82,77,73,84,62,16,0,29,0
2,8,02.08.2013,2013,90,81,75,72,79,55,12,0,29,0
3,8,03.08.2013,2013,88,77,79,73,94,66,77,0,30,0
4,8,04.08.2013,2013,90,0,79,0,94,0,16,0,30,30
5,8,05.08.2013,2013,90,81,75,70,84,52,14,3,30,29
6,8,06.08.2013,2013,90,81,75,70,84,52,16,6,30,30
7,8,07.08.2013,2013,91,81,73,70,79,49,17,0,30,30
8,8,08.08.2013,2013,90,82,81,72,79,55,15,8,30,29
9,8,09.08.2013,2013,86,81,75,73,79,66,23,0,30,29
10,8,10.08.2013,2013,88,81,75,72,84,58,16,6,30,29
11,8,11.08.2013,2013,88,82,77,73,79,62,12,0,30,29
12,8,12.08.2013,2013,90,82,77,68,84,59,10,0,30,29
13,8,13.08.2013,2013,84,82,79,75,89,74,15,0,30,29
14,8,14.08.2013,2013,84,82,79,59,84,42,15,0,30,29
15,8,15.08.2013,2013,91,82,77,75,84,59,14,3,30,0
16,8,16.08.2013,2013,93,82,75,72,79,49,128,5,30,29
17,8,17.08.2013,2013,91,82,73,70,74,52,21,8,30,29
18,8,18.08.2013,2013,90,82,73,70,70,52,21,0,30,30
19,8,19.08.2013,2013,90,82,73,70,74,52,21,0,30,29
20,8,20.08.2013,2013,90,82,73,68,74,49,21,8,30,0
21,8,21.08.2013,2013,90,81,72,68,74,52,28,10,30,30
22,8,22.08.2013,2013,88,81,73,70,74,55,20,6,30,30
23,8,23.08.2013,2013,90,81,73,70,74,52,25,0,30,30
24,8,24.08.2013,2013,88,81,72,70,74,58,18,0,30,30
25,8,25.08.2013,2013,88,81,73,70,79,58,17,9,30,29
26,8,26.08.2013,2013,88,81,73,55,79,37,18,0,30,30
27,8,27.08.2013,2013,88,81,72,68,74,52,22,0,30,0
28,8,28.08.2013,2013,90,79,73,66,79,46,18,0,30,30
29,8,29.08.2013,2013,88,79,72,64,78,46,18,0,30,30
30,8,30.08.2013,2013,90,81,73,66,79,46,20,9,30,30
31,8,31.08.2013,2013,88,81,72,68,74,52,18,8,30,0
1,9,01.09.2013,2013,88,79,73,70,83,55,17,0,30,30
2,9,02.09.2013,2013,88,81,72,68,74,52,23,0,30,30
3,9,03.09.2013,2013,88,81,72,70,74,55,23,0,30,30
4,9,04.09.2013,2013,90,82,72,68,70,52,18,12,30,30
5,9,05.09.2013,2013,88,81,72,68,74,52,30,0,30,30
6,9,06.09.2013,2013,88,79,72,66,78,49,23,10,30,30
7,9,07.09.2013,2013,90,79,72,50,78,32,23,9,30,29
8,9,08.09.2013,2013,90,79,73,68,79,49,17,0,30,30
9,9,09.09.2013,2013,90,79,72,63,78,40,14,3,30,30
10,9,10.09.2013,2013,91,79,72,66,78,43,15,0,30,0
11,9,11.09.2013,2013,91,79,73,68,78,46,16,6,30,30
12,9,12.09.2013,2013,93,79,72,68,78,46,17,0,30,30
13,9,13.09.2013,2013,97,79,73,64,83,34,17,0,30,30
14,9,14.09.2013,2013,93,79,73,68,79,44,17,8,30,0
15,9,15.09.2013,2013,90,81,75,70,79,55,29,0,30,30
16,9,16.09.2013,2013,90,79,75,72,83,55,18,0,30,30
17,9,17.09.2013,2013,91,81,73,72,79,55,15,6,30,0
18,9,18.09.2013,2013,93,81,73,70,79,46,22,5,30,30
19,9,19.09.2013,2013,93,81,73,68,79,44,22,8,30,30
20,9,20.09.2013,2013,93,81,73,70,79,46,51,9,30,30
21,9,21.09.2013,2013,95,79,73,72,83,47,18,6,30,0
22,9,22.09.2013,2013,99,79,73,66,83,35,23,9,30,0
23,9,23.09.2013,2013,97,79,75,63,83,32,20,0,30,29
24,9,24.09.2013,2013,95,79,73,66,83,47,115,3,30,0
25,9,25.09.2013,2013,104,81,73,61,70,24,21,6,30,0
26,9,26.09.2013,2013,104,82,77,63,74,26,23,0,30,30
27,9,27.09.2013,2013,93,0,77,0,89,0,495,0,30,30
28,9,28.09.2013,2013,95,81,77,68,84,46,18,6,30,30
29,9,29.09.2013,2013,95,81,77,70,84,46,15,2,30,30
30,9,30.09.2013,2013,99,81,75,59,84,34,112,3,30,0
1,10,01.10.2013,2013,97,81,73,64,74,41,17,0,30,0
2,10,02.10.2013,2013,102,82,72,59,70,24,23,2,30,0
3,10,03.10.2013,2013,104,84,72,55,66,20,21,0,30,30
4,10,04.10.2013,2013,104,82,72,43,66,20,15,0,30,0
5,10,05.10.2013,2013,95,0,75,0,79,0,17,0,30,30
6,10,06.10.2013,2013,91,0,73,0,74,0,18,0,30,0
7,10,07.10.2013,2013,91,79,73,72,83,52,13,3,30,30
8,10,08.10.2013,2013,91,79,73,72,83,52,12,5,30,30
9,10,09.10.2013,2013,90,81,73,66,79,46,15,6,30,30
10,10,10.10.2013,2013,99,81,75,63,84,30,18,2,30,0
11,10,11.10.2013,2013,100,81,75,63,79,29,14,0,30,30
12,10,12.10.2013,2013,99,0,75,0,89,0,30,1,30,0
13,10,13.10.2013,2013,97,64,75,54,89,0,115,0,30,30
14,10,14.10.2013,2013,97,79,73,55,78,28,21,3,30,0
15,10,15.10.2013,2013,93,81,75,70,84,46,16,0,30,30
16,10,16.10.2013,2013,91,81,84,72,84,52,18,0,30,0
17,10,17.10.2013,2013,90,50,73,50,100,58,18,5,30,30
18,10,18.10.2013,2013,95,79,75,61,83,32,14,0,30,30
19,10,19.10.2013,2013,97,75,73,55,89,26,14,0,30,0
20,10,20.10.2013,2013,93,77,73,63,83,38,14,6,30,30
21,10,21.10.2013,2013,90,77,73,70,83,52,14,0,30,0
22,10,22.10.2013,2013,90,73,81,66,89,0,12,2,30,30
23,10,23.10.2013,2013,95,0,70,0,88,0,12,0,30,30
24,10,24.10.2013,2013,99,72,55,36,50,11,21,5,30,30
25,10,25.10.2013,2013,100,72,55,39,47,13,14,1,30,30
26,10,26.10.2013,2013,99,72,66,39,65,13,110,0,30,0
27,10,27.10.2013,2013,95,72,70,50,78,22,12,0,30,30
28,10,28.10.2013,2013,93,0,72,0,88,0,14,0,30,0
29,10,29.10.2013,2013,88,75,72,68,78,52,18,5,30,30
30,10,30.10.2013,2013,88,77,72,68,83,52,16,0,30,30
31,10,31.10.2013,2013,93,73,72,59,89,32,14,0,30,0
1,11,01.11.2013,2013,93,0,70,0,83,0,12,0,30,30
2,11,02.11.2013,2013,91,70,68,45,83,20,15,0,30,30
3,11,03.11.2013,2013,91,66,64,39,64,17,15,0,30,30
4,11,04.11.2013,2013,91,64,59,41,68,17,10,0,30,30
5,11,05.11.2013,2013,91,66,66,46,83,21,12,0,30,30
6,11,06.11.2013,2013,90,72,82,48,83,26,10,0,30,0
7,11,07.11.2013,2013,86,0,61,0,73,0,16,0,30,30
8,11,08.11.2013,2013,86,68,55,43,60,22,20,3,30,30
9,11,09.11.2013,2013,86,68,57,43,64,23,17,5,30,30
10,11,10.11.2013,2013,86,0,52,0,59,0,18,0,30,30
11,11,11.11.2013,2013,84,59,64,45,73,28,12,0,30,0
12,11,12.11.2013,2013,84,64,64,57,83,40,12,0,30,30
13,11,13.11.2013,2013,88,63,61,43,82,21,13,2,30,30
14,11,14.11.2013,2013,86,64,63,36,83,17,13,0,30,30
15,11,15.11.2013,2013,88,0,43,0,45,0,18,0,30,30
16,11,16.11.2013,2013,88,61,39,0,39,14,16,0,30,30
17,11,17.11.2013,2013,90,63,43,34,42,14,22,0,30,30
18,11,18.11.2013,2013,90,61,45,0,52,13,20,3,30,30
19,11,19.11.2013,2013,88,59,48,34,51,15,12,0,30,0
20,11,20.11.2013,2013,91,0,64,0,73,0,14,0,30,0
21,11,21.11.2013,2013,88,0,70,0,94,0,9,0,30,30
22,11,22.11.2013,2013,88,66,66,50,94,27,23,2,30,30
23,11,23.11.2013,2013,88,63,68,39,63,0,13,1,30,30
24,11,24.11.2013,2013,88,64,54,41,56,19,16,2,30,0
25,11,25.11.2013,2013,90,61,61,41,73,19,12,0,30,30
26,11,26.11.2013,2013,88,63,64,43,78,22,12,2,30,30
27,11,27.11.2013,2013,86,63,66,46,88,25,14,0,30,30
28,11,28.11.2013,2013,90,61,61,41,88,19,17,0,30,0
29,11,29.11.2013,2013,91,0,46,0,52,0,23,0,30,30
30,11,30.11.2013,2013,90,63,50,37,52,16,14,0,30,30
1,12,01.12.2013,2013,86,61,66,48,78,29,14,0,30,30
2,12,02.12.2013,2013,88,59,59,34,88,15,12,0,30,30
3,12,03.12.2013,2013,86,59,59,0,88,15,20,2,30,30
4,12,04.12.2013,2013,84,61,50,34,52,16,25,0,30,0
5,12,05.12.2013,2013,86,57,46,0,55,12,16,0,30,30
6,12,06.12.2013,2013,82,0,57,0,68,0,14,0,30,30
7,12,07.12.2013,2013,82,59,64,52,82,48,14,0,30,0
8,12,08.12.2013,2013,84,63,72,50,88,30,14,2,30,30
9,12,09.12.2013,2013,84,59,64,46,83,28,12,0,30,30
10,12,10.12.2013,2013,84,59,63,50,94,30,9,0,30,30
11,12,11.12.2013,2013,84,59,73,55,88,0,12,0,30,30
12,12,12.12.2013,2013,86,0,61,0,88,0,16,0,30,0
13,12,13.12.2013,2013,84,57,57,37,77,19,14,2,30,0
14,12,14.12.2013,2013,84,57,61,50,88,32,18,3,30,0
15,12,15.12.2013,2013,82,59,63,52,82,42,15,0,30,30
16,12,16.12.2013,2013,84,59,64,52,88,33,14,0,30,30
17,12,17.12.2013,2013,86,63,68,55,88,37,12,0,30,0
18,12,18.12.2013,2013,88,0,68,0,94,0,14,0,30,0
19,12,19.12.2013,2013,91,55,39,0,48,6,18,0,30,30
20,12,20.12.2013,2013,79,54,39,0,58,16,460,0,30,0
21,12,21.12.2013,2013,75,48,55,34,67,0,13,0,30,30
22,12,22.12.2013,2013,73,59,46,34,52,23,20,3,30,30
23,12,23.12.2013,2013,72,0,43,0,62,0,29,3,30,30
24,12,24.12.2013,2013,75,50,41,0,66,21,22,2,30,0
25,12,25.12.2013,2013,75,50,37,0,58,15,13,0,30,30
26,12,26.12.2013,2013,75,50,45,18,54,13,12,0,30,30
27,12,27.12.2013,2013,75,45,39,0,58,12,14,0,30,30
28,12,28.12.2013,2013,75,45,36,14,62,10,12,0,30,30
29,12,29.12.2013,2013,73,0,46,0,59,0,12,2,30,0
30,12,30.12.2013,2013,72,45,23,3,43,7,15,0,30,30
31,12,31.12.2013,2013,70,39,18,-4,36,6,16,0,30,0
1,1,01.01.2014,2014,68,45,27,10,28,12,30,3,30,30
2,1,02.01.2014,2014,70,48,25,9,35,10,29,3,30,30
3,1,03.01.2014,2014,73,46,45,0,62,11,14,2,30,0
4,1,04.01.2014,2014,79,46,46,0,76,15,14,0,30,0
5,1,05.01.2014,2014,77,0,39,0,54,0,10,0,30,0
6,1,06.01.2014,2014,75,0,36,0,58,0,15,3,30,30
7,1,07.01.2014,2014,77,46,27,12,43,9,16,3,30,0
8,1,08.01.2014,2014,72,0,34,0,47,0,14,0,30,0
9,1,09.01.2014,2014,72,0,39,0,71,0,14,0,30,30
10,1,10.01.2014,2014,72,48,34,0,57,10,15,0,30,0
11,1,11.01.2014,2014,72,46,34,0,47,14,14,0,30,0
12,1,12.01.2014,2014,73,0,30,0,53,0,12,0,30,0
13,1,13.01.2014,2014,77,0,46,0,63,0,14,0,30,0
14,1,14.01.2014,2014,79,48,52,0,63,19,16,2,30,30
15,1,15.01.2014,2014,77,50,52,0,72,19,15,0,30,0
16,1,16.01.2014,2014,79,48,48,0,77,13,12,0,30,30
17,1,17.01.2014,2014,79,52,50,36,76,21,13,3,30,30
18,1,18.01.2014,2014,79,50,41,0,48,14,12,0,30,0
19,1,19.01.2014,2014,75,50,48,0,56,24,29,0,30,0
20,1,20.01.2014,2014,73,55,46,37,63,27,28,0,30,0
21,1,21.01.2014,2014,75,48,50,37,76,25,20,0,30,0
22,1,22.01.2014,2014,75,0,50,0,72,0,14,0,30,30
23,1,23.01.2014,2014,79,52,54,36,82,21,15,3,30,0
24,1,24.01.2014,2014,77,54,46,34,67,21,21,0,30,30
25,1,25.01.2014,2014,79,52,48,0,67,15,15,0,30,0
26,1,26.01.2014,2014,81,52,46,0,71,17,18,0,30,30
27,1,27.01.2014,2014,84,52,43,0,62,15,22,0,30,30
28,1,28.01.2014,2014,84,0,46,0,59,0,16,2,30,0
29,1,29.01.2014,2014,82,54,55,41,72,23,14,0,30,30
30,1,30.01.2014,2014,82,54,54,0,82,16,14,0,30,0
31,1,31.01.2014,2014,84,55,55,37,82,19,12,0,30,30
1,2,01.02.2014,2014,84,64,52,37,64,19,144,0,30,0
2,2,02.02.2014,2014,84,59,48,41,56,22,15,2,30,0
3,2,03.02.2014,2014,82,59,64,46,78,32,17,0,30,0
4,2,04.02.2014,2014,82,0,64,0,88,0,12,0,30,0
5,2,05.02.2014,2014,81,0,64,0,88,0,12,0,30,30
6,2,06.02.2014,2014,81,63,66,57,88,54,23,6,30,30
7,2,07.02.2014,2014,73,59,57,0,68,14,25,3,30,0
8,2,08.02.2014,2014,77,50,45,0,72,14,15,3,30,30
9,2,09.02.2014,2014,77,50,43,0,58,13,12,0,30,0
10,2,10.02.2014,2014,77,55,43,0,58,12,23,0,30,0
11,2,11.02.2014,2014,84,0,36,0,54,0,12,0,30,30
12,2,12.02.2014,2014,79,0,36,0,44,0,28,0,30,0
13,2,13.02.2014,2014,77,61,34,0,36,15,35,5,30,0
14,2,14.02.2014,2014,79,0,52,0,60,0,12,0,30,0
15,2,15.02.2014,2014,77,0,48,0,67,0,21,0,30,30
16,2,16.02.2014,2014,81,48,39,0,58,7,22,3,30,30
17,2,17.02.2014,2014,81,52,39,0,45,10,25,2,30,0
18,2,18.02.2014,2014,81,50,41,0,45,12,15,0,30,30
19,2,19.02.2014,2014,79,55,61,39,78,41,13,0,30,0
20,2,20.02.2014,2014,82,0,61,0,94,0,13,0,30,30
21,2,21.02.2014,2014,84,57,59,36,94,18,17,0,30,30
22,2,22.02.2014,2014,81,59,52,0,60,17,20,3,30,30
23,2,23.02.2014,2014,82,55,41,25,51,13,24,0,30,0
24,2,24.02.2014,2014,82,61,41,0,48,13,99,3,30,0
25,2,25.02.2014,2014,84,59,52,0,56,12,20,0,30,0
26,2,26.02.2014,2014,84,0,61,0,73,0,17,0,30,30
27,2,27.02.2014,2014,84,59,59,0,82,8,23,0,30,0
28,2,28.02.2014,2014,81,55,52,34,63,18,17,0,30,30
1,3,01.03.2014,2014,81,55,55,0,68,14,18,2,30,0
2,3,02.03.2014,2014,79,59,64,52,78,51,14,0,30,0
3,3,03.03.2014,2014,77,0,64,0,94,0,24,0,30,30
4,3,04.03.2014,2014,81,61,63,52,94,37,21,3,30,0
5,3,05.03.2014,2014,82,0,59,0,82,0,23,0,30,30
6,3,06.03.2014,2014,86,63,61,43,83,22,16,0,30,0
7,3,07.03.2014,2014,90,63,57,39,77,17,18,0,30,0
8,3,08.03.2014,2014,91,0,55,0,68,0,15,0,30,30
9,3,09.03.2014,2014,91,66,54,36,50,14,15,0,30,30
10,3,10.03.2014,2014,90,64,64,45,78,21,16,0,30,0
11,3,11.03.2014,2014,84,0,63,0,73,0,16,0,30,30
12,3,12.03.2014,2014,84,61,46,0,46,7,21,0,30,30
13,3,13.03.2014,2014,88,66,37,0,30,12,24,5,30,30
14,3,14.03.2014,2014,90,63,48,28,40,12,16,0,30,30
15,3,15.03.2014,2014,91,66,48,30,43,12,16,0,30,30
16,3,16.03.2014,2014,90,68,57,41,50,22,23,0,30,30
17,3,17.03.2014,2014,86,73,70,39,78,23,18,0,30,30
18,3,18.03.2014,2014,90,64,61,27,83,10,16,0,30,30
19,3,19.03.2014,2014,91,63,55,32,53,13,13,2,30,0
20,3,20.03.2014,2014,86,63,61,37,69,18,16,0,30,0
21,3,21.03.2014,2014,84,70,68,61,83,51,18,7,30,0
22,3,22.03.2014,2014,91,72,68,55,88,29,15,0,32,30
23,3,23.03.2014,2014,88,0,68,0,88,0,17,2,30,30
24,3,24.03.2014,2014,88,72,68,52,83,31,18,0,30,30
25,3,25.03.2014,2014,88,0,66,0,83,0,17,0,30,30
26,3,26.03.2014,2014,90,72,55,34,47,15,22,2,30,0
27,3,27.03.2014,2014,90,75,52,43,41,22,12,0,30,30
28,3,28.03.2014,2014,84,61,64,46,69,32,15,0,30,30
29,3,29.03.2014,2014,90,72,64,45,73,21,17,3,30,0
30,3,30.03.2014,2014,91,72,64,50,78,24,18,0,30,30
31,3,31.03.2014,2014,91,73,68,43,78,18,18,0,30,16
,,,2014,90,57,68,42,77,28,21,2,29,0
1,4,01.04.2014,2014,91,73,72,48,83,24,21,0,30,0
2,4,02.04.2014,2014,95,73,73,57,89,28,17,3,30,30
3,4,03.04.2014,2014,88,73,70,64,88,48,16,0,30,30
4,4,04.04.2014,2014,93,72,68,57,88,32,17,0,30,30
5,4,05.04.2014,2014,88,73,72,61,83,40,17,0,30,30
6,4,06.04.2014,2014,97,75,70,43,83,16,23,0,30,30
7,4,07.04.2014,2014,95,72,64,16,69,7,15,3,30,30
8,4,08.04.2014,2014,97,68,61,34,61,12,15,0,30,30
9,4,09.04.2014,2014,91,0,70,0,83,0,18,0,30,30
10,4,10.04.2014,2014,91,68,68,57,88,33,15,0,30,0
11,4,11.04.2014,2014,93,70,68,52,78,24,16,0,30,30
12,4,12.04.2014,2014,88,75,70,61,78,46,16,7,30,30
13,4,13.04.2014,2014,90,75,72,34,78,18,20,5,30,0
14,4,14.04.2014,2014,90,75,72,64,89,43,60,0,30,30
15,4,15.04.2014,2014,95,77,73,68,89,41,13,2,30,30
16,4,16.04.2014,2014,93,75,72,66,83,46,17,0,30,0
17,4,17.04.2014,2014,90,77,73,66,83,51,16,5,30,30
18,4,18.04.2014,2014,91,79,73,66,83,46,15,5,30,30
19,4,19.04.2014,2014,93,79,73,61,79,34,15,3,30,30
20,4,20.04.2014,2014,97,79,75,48,79,20,28,5,30,30
21,4,21.04.2014,2014,95,77,61,41,43,15,17,3,30,0
22,4,22.04.2014,2014,95,77,64,48,54,20,16,3,30,30
23,4,23.04.2014,2014,99,77,70,43,70,16,17,5,30,0
24,4,24.04.2014,2014,95,0,73,0,83,0,23,8,30,30
25,4,25.04.2014,2014,91,81,75,70,79,49,18,6,30,0
26,4,26.04.2014,2014,100,79,73,55,83,22,16,0,30,30
27,4,27.04.2014,2014,102,79,73,54,79,20,99,2,30,30
28,4,28.04.2014,2014,106,77,73,43,74,12,18,3,30,30
29,4,29.04.2014,2014,97,79,73,48,79,19,17,0,30,30
30,4,30.04.2014,2014,93,79,75,66,89,46,16,0,30,30
1,5,01.05.2014,2014,95,68,75,64,84,0,17,0,30,30
2,5,02.05.2014,2014,91,81,75,73,79,55,18,9,30,30
3,5,03.05.2014,2014,91,81,77,73,89,55,17,6,30,0
4,5,04.05.2014,2014,93,81,75,52,84,33,23,3,30,30
5,5,05.05.2014,2014,95,79,73,54,66,35,18,5,30,0
6,5,06.05.2014,2014,100,81,73,55,70,22,20,5,30,0
7,5,07.05.2014,2014,102,81,73,52,66,18,20,5,30,30
8,5,08.05.2014,2014,99,82,73,54,74,25,21,8,30,0
9,5,09.05.2014,2014,100,81,75,55,79,24,21,5,30,29
10,5,10.05.2014,2014,93,82,77,68,79,44,23,2,30,30
11,5,11.05.2014,2014,93,82,84,72,100,49,24,6,30,0
12,5,12.05.2014,2014,91,82,75,68,74,49,238,9,30,30
13,5,13.05.2014,2014,93,82,81,68,79,44,29,12,30,0
14,5,14.05.2014,2014,91,75,75,64,79,49,29,0,30,30
15,5,15.05.2014,2014,91,75,75,64,79,52,21,0,30,30
16,5,16.05.2014,2014,91,82,75,70,79,49,18,6,30,30
17,5,17.05.2014,2014,93,82,75,50,79,23,15,7,30,30
18,5,18.05.2014,2014,93,79,70,63,74,38,21,3,30,0
19,5,19.05.2014,2014,95,81,73,59,79,32,18,2,30,30
20,5,20.05.2014,2014,97,81,73,61,79,30,21,5,30,0
21,5,21.05.2014,2014,99,82,75,66,79,37,21,6,30,30
22,5,22.05.2014,2014,97,82,73,63,74,32,23,7,30,30
23,5,23.05.2014,2014,95,82,75,70,79,46,23,6,30,0
24,5,24.05.2014,2014,95,81,77,70,84,44,17,0,30,30
25,5,25.05.2014,2014,97,82,79,70,84,50,15,3,30,30
26,5,26.05.2014,2014,97,81,77,66,89,37,12,2,30,30
27,5,27.05.2014,2014,104,81,77,59,89,24,16,3,30,30
28,5,28.05.2014,2014,102,82,77,70,79,42,21,7,30,30
29,5,29.05.2014,2014,95,84,77,73,74,49,203,0,30,30
30,5,30.05.2014,2014,97,84,77,70,74,44,25,7,30,0
31,5,31.05.2014,2014,93,0,77,0,79,0,23,9,30,30
1,6,01.06.2014,2014,95,86,77,73,74,49,18,8,30,30
2,6,02.06.2014,2014,99,84,77,68,79,39,24,3,30,30
3,6,03.06.2014,2014,97,84,79,68,75,47,21,5,30,29
4,6,04.06.2014,2014,100,79,79,68,89,35,26,5,30,0
5,6,05.06.2014,2014,104,86,79,68,79,31,25,5,30,29
6,6,06.06.2014,2014,102,84,79,61,84,27,22,7,30,29
7,6,07.06.2014,2014,97,0,77,0,79,0,25,7,30,0
8,6,08.06.2014,2014,108,84,81,64,84,25,23,3,29,0
9,6,09.06.2014,2014,95,84,81,77,89,56,18,8,29,0
10,6,10.06.2014,2014,93,84,77,73,74,52,21,9,30,29
11,6,11.06.2014,2014,95,84,77,63,70,36,17,0,30,29
12,6,12.06.2014,2014,95,86,77,70,74,44,16,5,30,0
13,6,13.06.2014,2014,93,84,79,72,79,49,18,6,30,0
14,6,14.06.2014,2014,95,86,79,73,79,52,18,0,30,29
15,6,15.06.2014,2014,100,86,79,73,79,44,23,6,30,0
16,6,16.06.2014,2014,95,88,79,73,75,49,21,10,29,29
17,6,17.06.2014,2014,93,86,77,75,74,56,23,9,29,29
18,6,18.06.2014,2014,95,86,79,75,79,56,21,0,29,29
19,6,19.06.2014,2014,95,86,81,77,84,56,15,8,29,0
20,6,20.06.2014,2014,99,86,79,75,75,47,23,6,29,29
21,6,21.06.2014,2014,97,88,79,73,75,49,31,12,29,0
22,6,22.06.2014,2014,95,88,79,77,75,56,30,14,30,0
23,6,23.06.2014,2014,95,0,79,0,75,0,30,0,30,29
24,6,24.06.2014,2014,95,86,77,73,74,49,35,14,29,0
25,6,25.06.2014,2014,95,86,75,70,70,46,29,14,30,0
26,6,26.06.2014,2014,95,86,77,70,70,46,23,13,30,30
27,6,27.06.2014,2014,93,84,77,70,79,49,28,12,30,0
28,6,28.06.2014,2014,95,84,73,72,70,47,29,12,30,30
29,6,29.06.2014,2014,93,84,73,68,70,46,31,17,30,29
30,6,30.06.2014,2014,91,84,73,68,70,46,37,14,30,30
1,7,01.07.2014,2014,90,82,77,72,79,55,31,14,30,0
2,7,02.07.2014,2014,90,84,77,73,79,59,28,15,30,29
3,7,03.07.2014,2014,90,84,77,73,79,59,32,15,30,29
4,7,04.07.2014,2014,91,84,75,72,74,52,25,16,30,0
5,7,05.07.2014,2014,91,0,75,0,79,0,26,0,30,30
6,7,06.07.2014,2014,93,82,75,70,79,49,21,10,30,30
7,7,07.07.2014,2014,93,82,75,66,79,41,28,12,30,29
8,7,08.07.2014,2014,93,82,75,70,74,49,21,12,30,29
9,7,09.07.2014,2014,93,82,75,68,74,44,26,12,30,29
10,7,10.07.2014,2014,93,82,75,68,79,44,25,12,30,29
11,7,11.07.2014,2014,90,84,77,72,79,55,21,10,30,0
